ObjectID,DisplayX,DisplayY,Address,City,Region,Postal,ID,EventDate,Address2,Primary NAICS,Hospitalized,Amputation,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,Industry SubSector
131,-94.527891,39.1327,4400 E Front ST,KANSAS CITY,MISSOURI,64120,2015086263,2015-08-31,,221122,1,1,,"On August 31, 2015, at approximately 11:30 a.m., an employee was helping a concrete pumper during backup to position the concrete chute for pouring. As the truck was reversing with chute extended, it appeared as if the chute was going to strike against a switch gear unit. The employee attempted to push the chute to give it more clearance, but the chute was locked in position and wouldn't move. His finger got pinched between the chute and the switch gear unit, and his left pinky fingertip was amputated. He was hospitalized for surgery.",1311,Amputations,4422,Fingertip(s),2443,Pedestrian struck by vehicle backing up in nonroadway area,8427,"Cement truck, concrete mixer truck",,,Electric Power Distribution
132,-94.691881,40.024825,7512 County Road 206,UNION STAR,MISSOURI,64494,2016065448,2016-06-20,,221122,2,0,1175492,"Two employees were connecting a hard line to a conductor. As they were pulling the line, the wire grip that held the line gave way, and the cable jumped into the air and hit the employees. Both employees were hospitalized overnight, and one employee required surgery.",111,Fractures,9999,Nonclassifiable,6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",4419,"Electric parts, n.e.c.",,,Electric Power Distribution
133,-92.616734,39.547394,5693 HIGHWAY F,CLIFTON HILL,MISSOURI,65244,2015052837,2015-05-13,,221122,0,1,,"At approximately 8 a.m. on 05/13/15, an employee calibrating the blade pitch in a primary air fan. The fan was tagged out at the time. She rotated the fan blades by hand while wearing gloves. As she pulled down on a blade with her right hand, the blade caught the glove or fingertip of her left hand, which was resting on the flange. Her left pinky got pinched between the fan blade and fan housing, amputating the finger about 1 cm from the tip.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,3312,"Fans, blowers-wall, floor, ceiling, ventilation",,,Electric Power Distribution
134,-94.625057,38.342497,25166 E. 2200 RD.,LACYGNE,KANSAS,66040,2015129658,2015-12-21,,221122,1,0,1114331,An employee was doing maintenance work on a cylinder from a platform approximately six feet in height using a ladder. The employee fell and broke his left leg.,111,Fractures,510,"Leg(s), unspecified",4332,Other fall to lower level 6 to 10 feet,6340,"Scaffolds-staging, unspecified",7420,"Movable ladders, unspecified",Electric Power Distribution
135,-95.672605,39.053192,17th and Fairlawn,TOPEKA,KANSAS,66601,2016010865,2016-01-29,,221118,1,0,1122354,An employee went into a 15-feet-deep trench to test if the cables were energized when the trench collapsed. The employee was crushed by the dirt and was hospitalized.,1971,Crushing injuries,891,Whole body,651,Excavation or trenching cave-in,611,"Ditches, channels, trenches, excavations",,,Other Electric Power Generation
136,-97.408541,37.74617,3431 N. Hoover Rd.,WICHITA,KANSAS,67205,2016010805,2016-01-27,,221122,1,0,1122262,"An employee was climbing a pole.  The employee was 10 feet up from ground level when the wooden pole broke.  The pole fell on the employee's leg, fracturing it between the ankle and knee.",111,Fractures,513,Lower leg(s),4332,Other fall to lower level 6 to 10 feet,6352,Utility and telephone poles,,,Electric Power Distribution
137,-97.325737,37.593619,912 E. 55th Street South,WICHITA,KANSAS,67216,2015129566,2015-12-17,,221122,1,0,1113442,A lineman in a bucket truck was removing a dead insulator. Something hanging down from the basket contacted a live line below. The employee suffered electrical burns to the hands and thighs.,1530,"Electrical burns, unspecified",87,Upper and lower limb(s),5120,"Indirect exposure to electricity, unspecified",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
138,-99.332105,38.873583,Countryside Estate Mobile-home Park,HAYS,KANSAS,67601,2015040438,2015-04-15,Lot B1 - South of Hays,221122,1,0,1056818,"On 4/15/2015, at 11:15 a.m., an employee working on a pad mount transformer came in contact with the 7200V underground cable live wire. The employee sustained a first degree burn on the left hand.",1531,First degree electrical burns,440,"Hand(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
139,-99.332693,38.874958,301 W 13th,HAYS,KANSAS,67601,2016021631,2016-02-22,,221122,1,0,1128333,"While working on nearby equipment, an employee drew an arc of approximately 12 inches from an unpowered electrical line. The power in the line was induced into the circuit from a nearby power source. The employee suffered an electrical shock/burns to the pointer finger and thumb.",1530,"Electrical burns, unspecified",4420,"Finger(s), fingernail(s), unspecified",5110,"Direct exposure to electricity, unspecified",9999,Nonclassifiable,,,Electric Power Distribution
140,-99.298241,38.87253,1330 CANTERBURY DR.,HAYS,KANSAS,67601,2016065147,2016-06-10,,221119,1,0,,An employee was hot wrapping a pipe using flammable glue and a flame torch. The mixture ignited and the employee suffered second degree burns.,1522,Second degree heat (thermal) burns,9999,Nonclassifiable,317,"Ignition of vapors, gases, or liquids",181,"Adhesives, glues, n.e.c.",7261,"Welding, cutting, and blow torches",Other Electric Power Generation
141,-100.443861,37.59777,100 W. Mexitli St.,MONTEZUMA,KANSAS,67867,2016031925,2016-03-03,,221119,1,0,,"Employees were preparing to remove a gear box from a wind turbine when an employee's lower left leg was struck and lacerated by high-pressure hydraulic fluid, requiring hospitalization.",132,"Cuts, lacerations",513,Lower leg(s),6242,Struck by discharged object or substance,1642,"Lubricating greases, cutting oils",,,Other Electric Power Generation
142,-100.443861,37.59777,100 W Mexitli Street,MONTEZUMA,KANSAS,67867,2016043522,2016-04-28,,221115,0,1,,"An employee was installing a torque arm onto a wind turbine gearbox on the ground. While he was attempting to insert the pin into the bushing, the pin dislodged and allowed the 50-pound torque arm to drop. The employee attempted to catch the torque arm, and his right thumb tip was caught in the pinhole as the arm fell to the ground, amputating thumb flesh (no bone).",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6239,"Struck by falling object or equipment, n.e.c.",4429,"Machine and appliance parts, n.e.c.",4426,Gears,Wind Electric Power Generation
143,-100.722314,38.554858,P.O. Box 230,SCOTT CITY,KANSAS,67871,2015096785,2015-09-16,,221122,1,0,1093586,An employee was standing in a lift bucket changing out a still energized transformer on a power pole. He received electrical burns to the left forearm and right arm. Rubber gloves were not worn at the time of the incident.,1530,"Electrical burns, unspecified",420,"Arm(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
144,-100.870739,37.562189,US-83 ,SUBLETTE,KANSAS,67877,2016065399,2016-06-17,,221310,1,1,1157017,"An employee was railing a pipe when his left-hand thumb was caught between the pipe flanges, causing an amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,429,"Fasteners, connectors, ropes, ties, n.e.c.",,,Water Supply and Irrigation Systems
145,-90.080219,29.95551,1661 Gravier St.,NEW ORLEANS,LOUISIANA,70112,2016021694,2016-02-24,,221330,1,0,1128215,An employee was burned by an arc flash that occurred while the employee was performing routine maintenance readings on a distribution pump.,1530,"Electrical burns, unspecified",9999,Nonclassifiable,5110,"Direct exposure to electricity, unspecified",3797,Pumps,,,Steam and Air-Conditioning Supply
146,-91.978645,30.159085,300 Industrial Trace,BROUSSARD,LOUISIANA,70518,2015075118,2015-07-27,,221121,1,0,1081844,"On 7/27/15, at 4 PM, an employee was taking out an old power line and adding a new power line on existing poles (working live) using a jumper or mechanical. The employee suffered flash burns on the arm, rib cage, right calf, feet, and body.",1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Bulk Power Transmission and Control
147,-92.073921,30.42283,577 Pershing Hwy,SUNSET,LOUISIANA,70584,2016054354,2016-05-18,,221122,1,0,,An employee was trimming a tree limb with a chainsaw while working off of an extension ladder. The ladder fell and the employee fell approximately 10-12 feet with the ladder landing on the ground in a standing position. He broke his right leg in three places and suffered an open fracture to his lower right leg requiring hospitalization and surgery.,111,Fractures,513,Lower leg(s),4333,Other fall to lower level 11 to 15 feet ,7421,Extension ladders,,,Electric Power Distribution
148,-91.049331,30.392,11930 Airline Hwy,BATON ROUGE,LOUISIANA,70817,2015063579,2015-06-11,,221330,1,0,,"An employee was instructing other employees regarding the procedure on how to remove a 36-inch diameter pipe from within a larger diameter pipe. The pipe began moving too fast and rolled up onto his right leg, pinning him and causing his leg to break. He underwent surgery to repair damage and reset the bone.",111,Fractures,510,"Leg(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4123,"Metal pipes, tubing",,,Steam and Air-Conditioning Supply
149,-94.343912,34.03925,Unknown ,DE QUEEN,ARKANSAS,71832,2015063635,2015-06-12,,221122,1,0,,"An employee was performing work at a transformer.  The line the employee was going to work on was de-energized and grounded. The employee came into contact with the energized line, which resulted in burns to both hands.",1530,"Electrical burns, unspecified",440,"Hand(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
150,-92.324421,34.67716,1 Cooperative Way,LITTLE ROCK,ARKANSAS,72209,2015107794,2015-10-19,,221122,1,0,,"An employee was felling a tree when the cut tree fell, rebounded, and struck the employee in the left leg, causing a leg contusion.",143,"Bruises, contusions",510,"Leg(s), unspecified",6239,"Struck by falling object or equipment, n.e.c.",5871,Trees,,,Electric Power Distribution
151,-91.109889,34.930073,127 Doc Edgar Drive,WHEATLEY,ARKANSAS,72392,2016054277,2016-05-17,,221310,0,1,1151192,An employee was taking a pipe off of a rack when the pipe fell and pushed his right thumb up against a saw blade that was not in operation. His right thumb was partially amputated.,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6329,"Struck against stationary object or equipment, n.e.c.",3570,"Sawing machinery-stationary, unspecified",4120,"Pipes, ducts, tubing, unspecified",Water Supply and Irrigation Systems
152,-94.41882,35.308835,End of Hwy 112,FORT SMITH,ARKANSAS,72908,2015010397,2015-01-12,,221122,0,1,,"The employee was tightening a belt on the wood chipper. After the repair, the employee turned the machine off. While the machine was coasting to a stop the employee got his left hand caught between the belt and pulley of the wood chipper, resulting in the amputation of two fingers.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6411,"Caught in running equipment or machinery during maintenance, cleaning ",3234,Chippers,,,Electric Power Distribution
153,-96.509931,35.74797,28695 S. 465th West Ave.,DEPEW,OKLAHOMA,74028,2015020706,2015-02-23,,221210,1,0,,"Employee was walking to vehicle in parking lot, slipped on ice, and broke hip.  Employee was admitted to the hospital for surgery.",111,Fractures,341,Hip(s),422,Fall on same level due to slipping ,6660,"Parking lot, unspecified",9273,"Ice, sleet, snow",Natural Gas Distribution
154,-95.702159,36.437853,7300 E. Hwy 88,OOLOGAH,OKLAHOMA,74053,2016010848,2016-01-29,,221112,0,1,,"An employee was showing the cleaning contractor where they would be cleaning at the facility.  He opened the hatch to a chute. He pulled on the hatch with his left hand and placed his right hand on the lip of the chute to get more leverage.  His left hand slipped from the handle and he tried to pull  his right hand out of the way, but the fleshy part of his thumb was caught between the hatch lid and the chute lip resulting in a fingertip amputation.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,3411,Chutes,,,Fossil Fuel Electric Power Generation
155,-96.627603,33.638284,Hagerman Compressor Station,SHERMAN,TEXAS,75092,2016076361,2016-07-14,,211111,1,0,1169881,"Two employees were performing compression checks on cylinders. One employee opened the gas valve and another employee was bending over to light the starter. The gas flashed, engulfing an employee and causing second degree burns to his face, neck, wrist, and back.",1522,Second degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",1852,"Flammable gas, unspecified",,,Hydroelectric Power Generation
156,-96.137366,31.310259,3964 FM 39,JEWETT,TEXAS,75846,2015129756,2015-12-28,,221112,1,0,,An employee was injured when he was pulled into a coal conveyor belt system. He was taken to the hospital and treated for a broken hip.,111,Fractures,341,Hip(s),6412,Caught in running equipment or machinery during regular operation,3421,Conveyors-belt,,,Fossil Fuel Electric Power Generation
157,-94.652313,31.608035,698 CR 596,NACOGDOCHES,TEXAS,75961,2016076804,2016-07-26,,221121,2,0,,"Two employees were clearing a tree that had fallen on a utility pole in order to put the pole back in service. A limb from the tree broke off and fell onto the two employees. The first employee suffered broken ribs and a punctured lung. The second employee suffered a broken hip, broken ribs, and a punctured lung. Both employees were hospitalized.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",6239,"Struck by falling object or equipment, n.e.c.",5873,"Limbs, branches-unattached",5871,Trees,Electric Bulk Power Transmission and Control
158,-94.143436,31.533073,880 Hwy 21 East,SAN AUGUSTINE,TEXAS,75972,2016065828,2016-06-29,,221121,1,0,,"Employees were loading regulators onto a truck for delivery when the lifting cable on their digger truck broke causing the regulator to fall. When the regulator fell, it hit a crate and rolled striking an employee's head. The employee suffered three lacerations to the head that required 35 staples and seven stiches. The employee was hospitalized.",132,"Cuts, lacerations",18,Multiple head locations,6233,Struck by object falling from vehicle or machinery-other than vehicle part,4419,"Electric parts, n.e.c.",4226,"Wire, cables-nonelectrical",Electric Bulk Power Transmission and Control
159,-97.166977,33.204583,2800 Airport Rd,DENTON,TEXAS,76207,2015085953,2015-08-20,,221210,1,0,,An employee fell and broke her leg while walking in the lobby area.,111,Fractures,510,"Leg(s), unspecified",420,"Fall on same level, unspecified",6629,"Floor, n.e.c.",,,Natural Gas Distribution
160,-97.592181,33.25397,159 Old Decatur Road,DECATUR,TEXAS,76234,2015042361,2015-04-27,,221119,1,1,,Two employees were performing maintenance on a boom truck.  As employee one was coming down off the truck he placed his hand into the cradle where the boom rests.  Employee two did not see him and started to lower the boom resulting in the amputation of employee one's right middle  fingertip.,1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,8422,"Boom truck, bucket or basket hoist truck",,,Other Electric Power Generation
161,-97.447841,33.28072,Field by 1491 CR 2320,DECATUR,TEXAS,76234,2016032077,2016-03-08,,221119,1,0,,"An employee was in a free-swivel utility bucket installing the primary and neutral lines on a pole. The bucket moved, and the employee's left-hand middle finger was crushed and punctured by the parking bracket.",1971,Crushing injuries,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,9999,Nonclassifiable,,,Other Electric Power Generation
162,-95.367564,29.758442,1001 Louisiana,HOUSTON,TEXAS,77002,2015052687,2015-05-07,,221210,1,0,,An employee was talking and then slumped over in his chair. He was hospitalized. The incident occurred on 15th floor at the gas control station.,5111,Loss of consciousness-not heat related,6,BODY SYSTEMS,9999,Nonclassifiable,9999,Nonclassifiable,,,Natural Gas Distribution
163,-95.206818,29.614514,12307 Kurland Dr.,HOUSTON,TEXAS,77034,2015108049,2015-10-28,,221122,0,3,1107039,"An employee had his right hand index, middle, and ring fingers amputated when his glove got caught in the horizontal lathe he was using to polish a 7/8 inch pin with an emery cloth.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6412,Caught in running equipment or machinery during regular operation,3551,Metalworking lathes,9111,"Belts, gloves, neckties, scarves",Electric Power Distribution
164,-95.143162,29.83095,7415 Miller Road 2,HOUSTON,TEXAS,77049,2015020827,2015-02-27,,221310,1,0,,The injured employee was helping chock pipe when the pipe started rolling. The employee ducked down; three pipes hit him in the back of the head and knocked him unconscious. He was transported and admitted to the hospital.,160,"Intracranial injuries, unspecified",111,Brain,6220,"Struck by rolling object or equipment-other than powered vehicle, unspecified",4120,"Pipes, ducts, tubing, unspecified",,,Water Supply and Irrigation Systems
165,-95.211741,30.0507,2502 Riverlawn Drive,HUMBLE,TEXAS,77339,2016064916,2016-06-03,,221122,1,0,,"An employee was removing a tree from a powerline to restore electrical power to a neighborhood. The employee was on a de-energized pole when an electrical flash occurred, burning the employee's chest and torso.",1530,"Electrical burns, unspecified",310,"Chest, except internal location of diseases or disorders",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
166,-96.251261,29.20871,1815 E. Jackson St,EL CAMPO,TEXAS,77437,2015085488,2015-08-06,,221112,1,0,,An employee installing conduit for primary underground wire was hospitalized for heat stress.,1720,"Effects of heat and light, unspecified",6,BODY SYSTEMS,531,Exposure to environmental heat,9262,Heat-environmental,,,Fossil Fuel Electric Power Generation
167,-95.563937,29.53092,Marbrook Saddle Ct.,SUGAR LAND,TEXAS,77479,2015118460,2015-11-10,,221210,1,0,,"An employee was reading the gas meters from house to house when she slipped and fell down, breaking her ankle.",111,Fractures,52,Ankle(s),422,Fall on same level due to slipping ,660,"Floors, walkways, ground surfaces, unspecified",,,Natural Gas Distribution
168,-95.256293,29.634212,9301 Radio Road,SOUTH HOUSTON,TEXAS,77587,2016076304,2016-07-13,,221119,1,0,1163422,An employee was working a trouble call for a low wire. He was working off a 25 foot pole when it broke and fell over. The employee fell to the ground while tied off to the pole and suffered a fracture in the upper left arm above the elbow and a hip fracture.,111,Fractures,899,"Multiple body parts, n.e.c.",4310,"Fall from collapsing structure or equipment, unspecified",6352,Utility and telephone poles,,,Other Electric Power Generation
169,-96.423689,30.61889,Leonard Rd,BRYAN,TEXAS,77807,2015107379,2015-10-04,Silver Hill Rd,221121,1,0,1097573,"An employee was about to replace a primary conductor in a power pole. He made contact with the live power source in the power pole, resulting in third degree burns on both hands. PPE was not worn at the time.",1533,Third or fourth degree electrical burns,440,"Hand(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Bulk Power Transmission and Control
170,-95.889499,30.612701,Hwy 30 & Wingard,SHIRO,TEXAS,77876,2015042387,2015-04-27,,221122,1,0,1059485,On 4/27/15 at approximately 10:56pm an employee was walking over to an area where a tree had knocked down power lines and came into contact with the energized line. The employee received 3rd degree burns and was hospitalized.,1533,Third or fourth degree electrical burns,9999,Nonclassifiable,5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
171,-98.20094,28.715666,N HWY 37,CAMPBELLTON,TEXAS,78008,2015096381,2015-09-02,,221122,1,0,,An employee was using a chainsaw to clear vegetation from a customer's powerlines. He was hospitalized for severe dehydration and high levels of enzymes in the kidneys due to heat exposure.,1729,"Effects of heat and light, n.e.c.",6,BODY SYSTEMS,531,Exposure to environmental heat,9262,Heat-environmental,,,Electric Power Distribution
172,-99.468929,27.530621,1520 Calton Road,LAREDO,TEXAS,78044,2015108125,2015-10-30,,221122,0,1,,An employee was removing a gate from a fence at a substation in preparation for large equipment transfer. The employee sustained an avulsion injury to the right middle finger when it was pinched by the latch on the gate.,1312,"Avulsions, enucleations",4420,"Finger(s), fingernail(s), unspecified",6261,Struck by or caught in swinging door or gate,6524,Gates,,,Electric Power Distribution
173,-97.777889,29.346338,2130 CR 127,NIXON,TEXAS,78140,2016053956,2016-05-09,,221122,2,0,1146633,Two employees suffered second and third degree burn injuries as the result of an arch flash.,1533,Third or fourth degree electrical burns,9999,Nonclassifiable,5110,"Direct exposure to electricity, unspecified",9999,Nonclassifiable,,,Electric Power Distribution
174,-97.579927,27.001229,Armstrong ranch,ARMSTRONG,TEXAS,78338,2016054070,2016-05-11,,221115,1,0,,The employee was kneeling down in front of a control cabinet for approximately 20 minutes installing and rewiring a relay device. The employee could not get up. The employee was hospitalized for a fractured femur at the hip joint.,111,Fractures,511,Thigh(s),7322,"Kneeling, kneeling down-repetitive or prolonged",562,"Bodily motion or position of injured, ill worker",,,Wind Electric Power Generation
175,-97.860052,27.503881,14 miles west of Kingsville,KINGSVILLE,TEXAS,78364,2016042973,2016-04-08,,221210,1,0,,An employee was adding hydrogen peroxide to a chemical pot that exploded. The employee suffered two fractured left-hand fingers and chemical burns.,1833,Fractures and burns,448,Hand(s) and finger(s),322,"Explosion of nonpressurized vapors, gases, or liquids",2117,"Pots, pans, trays",1749,"Oxygen and oxygen compounds, n.e.c.",Natural Gas Distribution
176,-99.001011,27.437452,10 miles South ,MIRANDO CITY,TEXAS,78369,2015118419,2015-11-09,40 miles N.E. of Laredo,221115,1,0,1105677,"An employee was handling a windmill edge protector as it was being lifted by a crane. The edge protector fell on top of him as he stood underneath it, fracturing his neck and compressing his spine vertebrae.",1839,"Fractures and other injuries, n.e.c.",84,Neck and back,6233,Struck by object falling from vehicle or machinery-other than vehicle part,499,"Parts and materials, n.e.c.",3430,"Cranes, unspecified",Wind Electric Power Generation
177,-97.791667,27.222331,Penascal Wind Plant Wind Turbine #G10,SARITA,TEXAS,78385,2015107808,2015-10-19,,221115,1,0,,"While conducting wind turbine maintenance operations, an employee slipped, striking and bruising his upper right leg on a turbine support structure.",143,"Bruises, contusions",511,Thigh(s),424,"Fall onto or against object on same level, n.e.c.",6399,"Structures, n.e.c.",,,Wind Electric Power Generation
178,-98.427141,30.09172,714 Fulcher St,BLANCO,TEXAS,78606,2015020087,2015-02-26,,221122,1,0,,Employee fell 8 feet when he was transitioning from the ladder to the roof.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4332,Other fall to lower level 6 to 10 feet,740,"Ladders, unspecified",,,Electric Power Distribution
179,-100.410437,29.305386,778 E. US Hwy 90,BRACKETTVILLE,TEXAS,78832,2015097145,2015-09-28,,221122,1,0,1095185,An employee was flash burned on one side of his face and chest when the three-phase meter shorted out. He was hospitalized.,1530,"Electrical burns, unspecified",83,Head and trunk,5110,"Direct exposure to electricity, unspecified",4419,"Electric parts, n.e.c.",,,Electric Power Distribution
180,-101.376185,35.654543,109 Rigdon,BORGER,TEXAS,79007,2016054607,2016-05-25,,221122,1,0,,An employee was standing on an extension ladder when the ladder began to slip. The employee jumped approximately 5 to 6 feet off the ladder and fractured the left ankle.,111,Fractures,52,Ankle(s),4411,Jump from collapsing structure or equipment less than 6 feet,7421,Extension ladders,,,Electric Power Distribution
181,-102.298979,34.777163,4501 FM 1259,HEREFORD,TEXAS,79045,2015053219,2015-05-27,,221115,1,0,,"An employee was operating a fastener tool. While checking the tightness of bolts, he lost balance and pinched his right hand pinky finger between the fastener tool and the wall. Employee suffered an open fracture of the right hand pinky finger and was hospitalized.",111,Fractures,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,7350,"Turning handtools-power not determined, unspecified",6562,Walls,Wind Electric Power Generation
182,-101.87746,35.126036,Siesta Estate Mobile Home Park,AMARILLO,TEXAS,79118,2015118972,2015-11-29,Canyon Hwy & McCormick Rd.,221122,1,0,,An employee was in the process of isolating voltage to the live front transformer in an ice storm.  He was attempting to install a load break device to dump the load and the insulated stick he was using arced from the switch attachment to the fiberglass stick.  The employee was shocked and admitted to the hospital.,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,5122,"Indirect exposure to electricity, greater than 220 volts",7199,"Handtools-nonpowered, n.e.c.",4417,"Switchboards, switches, fuses",Electric Power Distribution
183,-101.608984,32.905749,1016 CR 138,ODONNELL,TEXAS,79351,2016054166,2016-05-13,,221115,0,1,1148864,"An employee was performing routine maintenance on a wind tower when the wind picked up and caused the motor to start turning. The employee's glove was caught in the motor, and his middle finger was pulled in and lacerated. The finger had to be surgically amputated.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6411,"Caught in running equipment or machinery during maintenance, cleaning ",6354,"Windmills, wind turbines",9111,"Belts, gloves, neckties, scarves",Wind Electric Power Generation
184,-102.567362,32.945822,Intersection State Hwy. 83 & State Hwy. 403,SEAGRAVES,TEXAS,79359,2015010894,2015-01-28,,221122,1,0,,"The employee was at the laydown yard picking up wood poles to load onto a trailer for some work later. While operating the grapple truck, he picked up two wood poles and as he adjusted the poles to fit onto the trailer, the poles fell. One pole fell to the ground. The other pole struck the employee while he was seated on the machine. The pole glanced off his hard hat and hit his left shoulder and cut the left side of his neck.",132,"Cuts, lacerations",20,"Neck, except internal location of diseases or disorders",6233,Struck by object falling from vehicle or machinery-other than vehicle part,6352,Utility and telephone poles,8629,"Industrial vehicle, material hauling and transport-powered, n.e.c",Electric Power Distribution
185,-104.905538,39.531893,10163 Coton Creek Dr.,HIGHLANDS RANCH,COLORADO,80130,2016076424,2016-07-15,,221118,0,1,,"With the assistance of a sling swing the employee was loading a big gas valve into a truck with his bare hands. During the loading, the sling rotated thus rotating the valve, which caused the employee to pinch his finger between the sling and the valve resulting in the amputation of his thumb just below the fingernail.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,423,"Valves, nozzles",433,Slings,Other Electric Power Generation
186,-105.092641,40.6261,1000 N Highway 287,FORT COLLINS,COLORADO,80524,2016076103,2016-07-07,,221122,1,0,,"An employee was in the bucket getting ready to go up to do work on the powerline when he contacted the energized line, suffering third degree burns to both arms and second degree burns to his hands.",1533,Third or fourth degree electrical burns,4810,"Hand(s) and arm(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
187,-104.814259,40.029507,1500 East Crown Prince Blvd,BRIGHTON,COLORADO,80603,2016076617,2016-07-21,,221115,1,0,,"An employee was transferring a rubber pad from the railroad flatcar deck to a table to be cut when he lost his balance and fell from the rail car. The employee received facial lacerations requiring stiches, a fractured nose and a fractured vertebrae.",111,Fractures,83,Head and trunk,4330,"Other fall to lower level, unspecified",8240,"Train, locomotive, rail car, unspecified",,,Wind Electric Power Generation
188,-104.734435,40.583317,1/2 South of Hwy 392 & CR 59,AULT,COLORADO,80610,2015085438,2015-08-04,,221310,1,0,,"An employee was inspecting a center pivot corner system to determine why the nozzles on the corner arm and overhang were not functioning properly. While navigating the corner arm platform, the platform tipped and caused the employee to fall to the ground and break his leg.",111,Fractures,510,"Leg(s), unspecified",4330,"Other fall to lower level, unspecified",6345,Machine platforms,,,Water Supply and Irrigation Systems
189,-102.222077,39.388034,23987 CR 51,BURLINGTON,COLORADO,80807,2015074766,2015-07-17,,221119,0,1,,"On 7/17/15, an employee's thumb was amputated when caught between a large steel ring and a railing during loading of the steel ring onto a trailer.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,657,"Handrails, banisters",499,"Parts and materials, n.e.c.",Other Electric Power Generation
190,-104.581755,37.708738,15391 State Hwy 10,WALSENBURG,COLORADO,81089,2016054624,2016-05-25,,221115,1,0,,"An employee slipped while walking up the stairs on a train car. He fell approximately 24 inches and landed on his right elbow, requiring elbow surgery.",1972,"Soreness, pain, hurt-nonspecified injury",422,Elbow(s),4211,"Fall on same level while climbing stairs, steps, or curbs",8240,"Train, locomotive, rail car, unspecified",,,Wind Electric Power Generation
191,-107.551896,40.516948,"Rural Area around Craig at ""Right of Way""",CRAIG,COLORADO,81625,2015063512,2015-06-08,,221122,1,0,,"An employee was working on a ""Right of Way"" on 6/8/2015. He forgot an instrument and got on an ATV to go back for it. While passing the ""Right of Way"" on a switchback, he hit something (presumably a rock or waterbar) and was thrown from the ATV at approximately 9 a.m. He suffered injuries to the shoulder blades, collarbone, and three ribs (broken) and required hospitalization.",111,Fractures,310,"Chest, except internal location of diseases or disorders",2738,"Struck bump, hole, rough terrain on driving surface, nonroadway",8611,"ATV, all terrain vehicle",,,Electric Power Distribution
192,-111.876461,42.10526,472 N State St,PRESTON,IDAHO,83263,2015096383,2015-09-02,,221310,1,0,,"An employee was installing water irrigation piping and pivots. A pipe broke and hit the employee on the arm, breaking it and resulting in hospitalization and surgery.",111,Fractures,420,"Arm(s), unspecified",6241,"Struck by dislodged flying object, particle",4120,"Pipes, ducts, tubing, unspecified",,,Water Supply and Irrigation Systems
